epoch,train_loss,train_acc,val_loss,val_acc
1,4.078620684902176,0.2682406295851674,3.1298770311921635,0.4758956214064573
2,2.453009599301757,0.6790449513138589,2.3756581730992328,0.6908447589562141
3,2.023867164018139,0.8124316393223956,2.1765747072421466,0.7598407784166298
4,1.8527598711845477,0.8681605975723623,2.0637661357307686,0.7753206545776206
5,1.7464242232613871,0.8988395358143257,2.048267902288222,0.7872622733303848
6,1.6801136717313574,0.9183940242763772,2.048107424124001,0.7779743476337904
7,1.6308551311747335,0.9337334933973589,1.9609114174714188,0.8129146395400265
8,1.5952796432230016,0.9431772709083633,1.9575910392665905,0.8195488721804511
9,1.5630479714926742,0.9516339869281045,2.006477475957183,0.7987616099071208
10,1.5384621464317285,0.9587568360677604,1.8993289217596716,0.8297213622291022
11,1.524806295392735,0.9615846338535414,1.9038142455673386,0.8275099513489607
12,1.5106685232127113,0.9645724956649326,1.8770916870029455,0.8385670057496682
13,1.4925163025885912,0.9707883153261304,1.8850870644924969,0.8359133126934984
14,1.4775592816898437,0.9728958249966654,1.847707252278891,0.8363555948695267
15,1.467214784835901,0.9755102040816327,1.8506083540134017,0.8429898275099513
16,1.4627277435390762,0.9760170734960651,1.8487301407952796,0.8407784166298098
17,1.4478127850839992,0.9798319327731092,1.867769050682503,0.8407784166298098
18,1.4403228285917842,0.9799386421235161,1.8458485855353928,0.8429898275099513
19,1.4365155059018897,0.982046151794051,1.8224918534406673,0.8518354710305175
20,1.4234005530357234,0.9841536614645858,1.8370144985144985,0.8447589562140646
21,1.4198708113820073,0.9849006269174336,1.8406180711195355,0.8398938522777533
22,1.4153750747366716,0.9853007869814593,1.8171057260336996,0.854046881910659
23,1.4085874954127973,0.9863412031479258,1.8286902826478766,0.8513931888544891
24,1.408916771178152,0.9864745898359344,1.8200891210884185,0.854046881910659
25,1.3945909154308593,0.9885020674936641,1.8180346996158903,0.8518354710305175
26,1.3917452986532646,0.9889289048952915,1.7832704210429,0.8668730650154799
27,1.393320906383285,0.9890356142456983,1.796526370350105,0.8589119858469704
28,1.3897281119867024,0.9885020674936641,1.7593738734326707,0.8726227333038479
29,1.3817006995427668,0.9909030278778178,1.8037952753570639,0.8505086245024326
30,1.3785990669804604,0.991890089369081,1.8024113977551197,0.8593542680229986
31,1.3815099992131303,0.9911698012538349,1.8237282920864397,0.8615656789031402
32,1.3773598952310568,0.9914899293050553,1.7723806294547093,0.8633348076072535
33,1.275489988984689,0.999092970521542,1.6696224820555865,0.8911985846970367
34,1.2521675105633634,0.9996798719487795,1.6698508114479433,0.8889871738168952
35,1.2493387010426016,0.9996531946111779,1.6718638796344472,0.8956214064573198
36,1.2500573874664764,0.999359743897559,1.6697456588896962,0.8898717381689518
37,1.2531579240951853,0.9991463251967454,1.669925860839837,0.8867757629367536
38,1.2205488154709108,0.9999466453247966,1.6381782344989364,0.897390535161433
39,1.2147335602344473,0.9999733226623982,1.639788285761162,0.8969482529854047
40,1.2140287193279513,0.9998932906495932,1.643925945087114,0.8934099955771783
41,1.2134220419525386,0.9998666133119914,1.6415395061825293,0.8996019460415745
42,1.2120074007914068,0.9999733226623982,1.6290183104228677,0.8982750995134896
43,1.2101197463091937,0.9999199679871948,1.627693557781437,0.8982750995134896
44,1.2094547031052003,0.9999466453247966,1.6250495256337905,0.8960636886333481
45,1.2097291602124147,0.9999199679871948,1.624444203374661,0.8960636886333481
46,1.2072146593164854,0.9999466453247966,1.6303642396112819,0.8920831490490934
47,1.207330948590628,0.9999199679871948,1.6291688148662191,0.9000442282176029
48,1.2077394868081865,0.9999199679871948,1.6305267520838742,0.8987173816895179
49,1.206143243643257,0.9999466453247966,1.630588031405635,0.8969482529854047
50,1.1936522964606273,0.9999466453247966,1.6177104803799844,0.9022556390977443
51,1.1919272579192097,0.9999733226623982,1.611941077866316,0.9035824856258293
52,1.191233143609922,1.0,1.615796866484418,0.8978328173374613
53,1.1906284339303603,0.9999733226623982,1.6130237693229854,0.903140203449801
54,1.1901913069241266,1.0,1.6135479829206978,0.901813356921716
55,1.1894729320631197,1.0,1.612336298471423,0.903140203449801
56,1.1847064347589622,0.9999733226623982,1.6148864825918103,0.9022556390977443
57,1.1833401179176912,1.0,1.605076382351048,0.903140203449801
58,1.183341897028485,1.0,1.6102988754210878,0.9040247678018576
59,1.1822876500879842,0.9999733226623982,1.608020305633545,0.9026979212737727
60,1.1821570582718663,0.9999733226623982,1.6096414104071088,0.9022556390977443
61,1.1813828835761497,1.0,1.6071795955372827,0.9009287925696594
62,1.1795918802046625,1.0,1.6061237841145963,0.903140203449801
63,1.179377732865887,1.0,1.6077558576717992,0.9026979212737727
64,1.1788193835979368,1.0,1.6080197548244126,0.9049093321539142
65,1.1790121969865675,1.0,1.6054267493142116,0.9044670499778859
66,1.1774367633781164,0.9999733226623982,1.6067431253545426,0.9040247678018576
67,1.1773956107412702,1.0,1.6058601365580805,0.9026979212737727
68,1.176307412409951,0.9999733226623982,1.6032893346084636,0.9044670499778859
69,1.1770189900898815,1.0,1.6076514306504976,0.9035824856258293
70,1.1773417578739565,1.0,1.6065765695727963,0.9013710747456878
71,1.1770441483637166,1.0,1.606777157313209,0.9026979212737727
72,1.1768342918088408,1.0,1.6061998234022934,0.9053516143299425
73,1.1763056696741299,1.0,1.6070566711990983,0.9035824856258293
74,1.176307619821712,1.0,1.6039961921804935,0.9035824856258293
75,1.1760001987206932,1.0,1.6042054254678644,0.9057938965059709
76,1.1763180102096076,1.0,1.606225075578331,0.9062361786819991
77,1.175732488544429,1.0,1.6050940095613826,0.9026979212737727
78,1.1760935605295788,0.9999733226623982,1.6051671622021966,0.9040247678018576
79,1.1753959097511788,1.0,1.6048345860523863,0.9044670499778859
80,1.175548273009333,1.0,1.6040283757361202,0.9040247678018576
81,1.175630635873022,1.0,1.6059928178681784,0.9035824856258293
82,1.1753655715737323,1.0,1.6058405416826926,0.903140203449801
83,1.175082112474888,1.0,1.6064795879387634,0.9049093321539142
